session_id,user_id,start_time,end_time,session_duration,features_used,action_count
1001,104,2023-01-12 21:56:00,2023-01-12 22:22:33,1593,"reports, collaboration",5
1002,104,2023-01-02 19:49:00,2023-01-02 20:47:38,3518,"notifications, task_management",36
1003,101,2023-01-02 23:48:00,2023-01-02 23:54:11,371,"collaboration, task_management",31
1004,102,2023-01-10 01:01:00,2023-01-10 01:45:07,2647,"collaboration, task_management",18
1005,102,2023-01-20 08:56:00,2023-01-20 09:22:21,1581,"reports, notifications, settings",14
1006,104,2023-01-29 21:11:00,2023-01-29 22:09:38,3518,collaboration,29
1007,102,2023-01-22 13:25:00,2023-01-22 13:48:49,1429,"task_management, notifications, settings",36
1008,101,2023-01-30 02:07:00,2023-01-30 02:53:16,2776,"task_management, settings, collaboration",28
1009,101,2023-01-24 04:39:00,2023-01-24 05:37:36,3516,settings,19
1010,104,2023-01-30 22:03:00,2023-01-30 22:49:44,2804,settings,26
1011,104,2023-01-26 06:27:00,2023-01-26 06:44:03,1023,"collaboration, notifications, task_management",35
1012,103,2023-01-21 12:41:00,2023-01-21 13:15:59,2099,"notifications, collaboration",27
1013,102,2023-01-04 11:21:00,2023-01-04 12:11:36,3036,"reports, settings, collaboration",31
1014,104,2023-01-09 17:50:00,2023-01-09 18:37:06,2826,"notifications, task_management, reports",16
1015,102,2023-01-20 04:55:00,2023-01-20 05:22:13,1633,"task_management, collaboration",14
1016,103,2023-01-07 02:50:00,2023-01-07 03:35:01,2701,"notifications, collaboration, task_management",38
1017,102,2023-01-07 12:08:00,2023-01-07 12:52:07,2647,"settings, notifications",37
1018,104,2023-01-06 00:22:00,2023-01-06 00:53:15,1875,"reports, collaboration",48
1019,103,2023-01-30 15:34:00,2023-01-30 15:41:00,420,"collaboration, notifications, settings",19
1020,104,2023-01-04 23:47:00,2023-01-05 00:02:09,909,collaboration,39
1021,101,2023-01-08 21:04:00,2023-01-08 21:41:29,2249,settings,22
1022,103,2023-01-08 10:05:00,2023-01-08 11:01:20,3380,collaboration,40
1023,104,2023-01-05 20:18:00,2023-01-05 20:38:30,1230,"notifications, collaboration",30
1024,101,2023-01-23 19:45:00,2023-01-23 19:50:16,316,task_management,28
1025,103,2023-01-02 17:24:00,2023-01-02 18:01:49,2269,"task_management, reports",22
1026,103,2023-01-06 06:07:00,2023-01-06 06:55:54,2934,"task_management, notifications, reports",22
1027,103,2023-01-16 07:56:00,2023-01-16 08:28:52,1972,"reports, notifications",40
1028,101,2023-01-23 11:42:00,2023-01-23 12:31:58,2998,"collaboration, task_management",45
1029,102,2023-01-19 22:31:00,2023-01-19 23:03:18,1938,"settings, reports",30
1030,102,2023-01-19 18:55:00,2023-01-19 19:37:17,2537,"notifications, collaboration, reports",25
1031,101,2023-01-23 22:22:00,2023-01-23 23:07:10,2710,"notifications, task_management, reports",42
1032,101,2023-01-20 00:17:00,2023-01-20 00:46:17,1757,"reports, task_management, settings",50
1033,103,2023-01-12 20:21:00,2023-01-12 20:26:26,326,"collaboration, reports, notifications",23
1034,103,2023-01-05 23:59:00,2023-01-06 00:11:34,754,"reports, collaboration",46
1035,102,2023-01-08 15:20:00,2023-01-08 16:02:40,2560,"reports, settings",30
1036,102,2023-01-23 09:54:00,2023-01-23 10:09:05,905,"collaboration, reports, task_management",48
1037,102,2023-01-19 03:56:00,2023-01-19 04:39:08,2588,"settings, task_management",48
1038,102,2023-01-06 15:29:00,2023-01-06 16:08:13,2353,task_management,31
1039,101,2023-01-16 09:53:00,2023-01-16 10:05:35,755,settings,6
1040,101,2023-01-18 06:15:00,2023-01-18 07:06:50,3110,"task_management, collaboration, reports",11
1041,102,2023-01-18 04:52:00,2023-01-18 05:11:17,1157,"collaboration, settings",21
1042,103,2023-01-18 00:58:00,2023-01-18 01:34:26,2186,"task_management, notifications",13
1043,103,2023-01-18 15:50:00,2023-01-18 16:22:08,1928,settings,25
1044,102,2023-01-04 16:33:00,2023-01-04 17:06:23,2003,"task_management, notifications, reports",8
1045,102,2023-01-10 12:15:00,2023-01-10 12:34:09,1149,task_management,23
1046,104,2023-01-09 17:20:00,2023-01-09 17:37:07,1027,"reports, task_management, collaboration",21
1047,104,2023-01-20 22:55:00,2023-01-20 23:47:15,3135,reports,50
1048,104,2023-01-11 13:57:00,2023-01-11 14:14:40,1060,"reports, settings, notifications",38
1049,101,2023-01-30 22:01:00,2023-01-30 22:12:07,667,reports,14
1050,103,2023-01-08 16:49:00,2023-01-08 17:20:48,1908,"notifications, task_management, settings",37
1051,102,2023-01-06 20:11:00,2023-01-06 21:08:42,3462,"collaboration, task_management, settings",25
1052,101,2023-01-21 21:21:00,2023-01-21 21:27:13,373,"task_management, settings",16
1053,103,2023-01-28 01:43:00,2023-01-28 02:42:17,3557,"notifications, reports, collaboration",6
1054,104,2023-01-04 19:56:00,2023-01-04 20:37:51,2511,notifications,25
1055,103,2023-01-04 11:17:00,2023-01-04 11:56:36,2376,task_management,29
1056,102,2023-01-20 11:58:00,2023-01-20 12:27:53,1793,reports,44
1057,103,2023-01-10 23:56:00,2023-01-11 00:25:28,1768,"collaboration, notifications, settings",28
1058,103,2023-01-28 21:21:00,2023-01-28 22:00:34,2374,"task_management, notifications, collaboration",26
1059,104,2023-01-30 12:34:00,2023-01-30 12:42:52,532,"settings, collaboration, notifications",32
1060,103,2023-01-26 21:57:00,2023-01-26 22:09:36,756,"collaboration, task_management, settings",17
1061,101,2023-01-13 12:49:00,2023-01-13 13:30:47,2507,notifications,18
1062,102,2023-01-24 17:54:00,2023-01-24 18:39:16,2716,collaboration,6
1063,101,2023-01-09 06:29:00,2023-01-09 06:37:48,528,"reports, collaboration, settings",50
1064,104,2023-01-26 03:44:00,2023-01-26 04:34:21,3021,"task_management, settings",26
1065,102,2023-01-26 07:22:00,2023-01-26 07:50:38,1718,reports,48
1066,102,2023-01-15 12:53:00,2023-01-15 13:16:56,1436,"task_management, notifications, reports",22
1067,101,2023-01-15 16:45:00,2023-01-15 17:38:04,3184,notifications,32
1068,104,2023-01-24 07:17:00,2023-01-24 07:50:13,1993,"notifications, settings",27
1069,101,2023-01-22 12:40:00,2023-01-22 13:24:54,2694,collaboration,26
1070,101,2023-01-01 23:36:00,2023-01-02 00:13:54,2274,"settings, collaboration, task_management",18
1071,104,2023-01-10 09:05:00,2023-01-10 10:05:00,3600,task_management,6
1072,102,2023-01-09 22:32:00,2023-01-09 23:25:35,3215,reports,32
1073,103,2023-01-14 09:54:00,2023-01-14 10:15:57,1317,"task_management, notifications, settings",7
1074,102,2023-01-07 13:31:00,2023-01-07 14:02:19,1879,"collaboration, notifications",11
1075,104,2023-01-03 03:58:00,2023-01-03 04:45:52,2872,notifications,17
1076,103,2023-01-27 13:47:00,2023-01-27 14:24:05,2225,"collaboration, notifications, settings",44
1077,101,2023-01-28 18:46:00,2023-01-28 19:36:27,3027,"collaboration, reports, task_management",38
1078,103,2023-01-30 09:42:00,2023-01-30 10:00:58,1138,"collaboration, notifications",33
1079,103,2023-01-16 00:14:00,2023-01-16 01:01:37,2857,"reports, collaboration, task_management",49
1080,104,2023-01-13 02:28:00,2023-01-13 03:17:02,2942,notifications,34
1081,102,2023-01-22 09:11:00,2023-01-22 09:48:07,2227,reports,26
1082,104,2023-01-28 10:06:00,2023-01-28 10:13:51,471,"notifications, collaboration",8
1083,104,2023-01-15 07:40:00,2023-01-15 08:24:31,2671,"task_management, reports",38
1084,104,2023-01-04 20:52:00,2023-01-04 21:25:23,2003,collaboration,23
1085,104,2023-01-11 20:37:00,2023-01-11 20:55:06,1086,"reports, notifications, settings",25
1086,101,2023-01-30 09:05:00,2023-01-30 10:00:48,3348,task_management,33
1087,104,2023-01-25 01:38:00,2023-01-25 02:32:44,3284,collaboration,8
1088,104,2023-01-02 04:12:00,2023-01-02 04:17:33,333,notifications,33
1089,103,2023-01-11 13:51:00,2023-01-11 14:28:35,2255,"task_management, notifications, settings",38
1090,103,2023-01-03 05:10:00,2023-01-03 05:48:34,2314,"notifications, settings",14
1091,101,2023-01-06 08:25:00,2023-01-06 09:00:50,2150,collaboration,44
1092,103,2023-01-10 18:32:00,2023-01-10 19:18:46,2806,"settings, task_management",37
1093,102,2023-01-11 20:59:00,2023-01-11 21:28:01,1741,"collaboration, task_management",17
1094,103,2023-01-14 04:35:00,2023-01-14 04:59:42,1482,collaboration,50
1095,102,2023-01-08 23:10:00,2023-01-08 23:50:59,2459,"reports, task_management, collaboration",13
1096,102,2023-01-20 00:15:00,2023-01-20 00:51:37,2197,"settings, reports, collaboration",22
1097,102,2023-01-17 01:28:00,2023-01-17 02:15:06,2826,"settings, reports, task_management",24
1098,101,2023-01-01 04:08:00,2023-01-01 05:01:47,3227,reports,5
1099,101,2023-01-17 03:09:00,2023-01-17 03:32:10,1390,"task_management, reports, collaboration",49
1100,101,2023-01-10 13:42:00,2023-01-10 14:34:49,3169,"settings, notifications, reports",26
1101,101,2023-01-01 12:50:00,2023-01-01 13:15:49,1549,"settings, task_management, notifications",46
1102,103,2023-01-05 03:10:00,2023-01-05 03:40:46,1846,"settings, reports, collaboration",22
1103,103,2023-01-15 02:31:00,2023-01-15 02:53:06,1326,"reports, notifications, settings",5
1104,103,2023-01-06 15:09:00,2023-01-06 16:08:49,3589,reports,6
1105,104,2023-01-16 07:17:00,2023-01-16 07:26:03,543,task_management,5
1106,102,2023-01-25 06:08:00,2023-01-25 07:02:08,3248,"collaboration, reports, task_management",14
1107,103,2023-01-25 07:29:00,2023-01-25 07:54:13,1513,"notifications, reports",20
1108,101,2023-01-15 16:35:00,2023-01-15 16:48:35,815,"collaboration, notifications, settings",6
1109,104,2023-01-09 14:38:00,2023-01-09 15:27:53,2993,"task_management, reports",17
1110,101,2023-01-11 05:08:00,2023-01-11 05:58:49,3049,notifications,34
1111,102,2023-01-24 02:36:00,2023-01-24 03:18:50,2570,"reports, collaboration, settings",24
1112,103,2023-01-18 13:04:00,2023-01-18 13:27:05,1385,collaboration,33
1113,101,2023-01-09 12:55:00,2023-01-09 13:44:36,2976,collaboration,13
1114,104,2023-01-24 04:06:00,2023-01-24 04:35:33,1773,"notifications, collaboration, settings",14
1115,102,2023-01-23 10:53:00,2023-01-23 11:03:55,655,settings,48
1116,101,2023-01-25 21:46:00,2023-01-25 22:01:38,938,"task_management, settings",46
1117,103,2023-01-07 19:43:00,2023-01-07 20:37:48,3288,"notifications, collaboration, task_management",26
1118,101,2023-01-21 08:36:00,2023-01-21 09:18:16,2536,"settings, collaboration, task_management",7
1119,101,2023-01-24 05:32:00,2023-01-24 06:10:54,2334,reports,23
1120,102,2023-01-22 00:54:00,2023-01-22 01:12:46,1126,"collaboration, notifications, settings",11
1121,102,2023-01-03 07:37:00,2023-01-03 07:43:02,362,"notifications, reports",16
1122,101,2023-01-20 15:12:00,2023-01-20 15:21:25,565,"settings, task_management",42
1123,103,2023-01-25 07:22:00,2023-01-25 07:51:29,1769,"task_management, reports",41
1124,102,2023-01-17 18:39:00,2023-01-17 19:32:53,3233,"task_management, notifications",20
1125,104,2023-01-04 13:16:00,2023-01-04 13:36:54,1254,task_management,10
1126,104,2023-01-23 00:32:00,2023-01-23 00:49:50,1070,notifications,16
1127,101,2023-01-23 07:22:00,2023-01-23 08:05:11,2591,"reports, task_management",31
1128,103,2023-01-28 06:49:00,2023-01-28 07:35:12,2772,"reports, notifications",33
1129,102,2023-01-02 13:59:00,2023-01-02 14:47:52,2932,"task_management, notifications, reports",21
1130,102,2023-01-05 16:08:00,2023-01-05 16:24:18,978,"notifications, reports, collaboration",27
1131,103,2023-01-12 14:50:00,2023-01-12 15:04:28,868,"task_management, collaboration",48
1132,103,2023-01-22 22:24:00,2023-01-22 22:54:46,1846,"notifications, collaboration",45
1133,104,2023-01-17 07:19:00,2023-01-17 07:30:26,686,"task_management, reports, settings",21
1134,101,2023-01-15 09:40:00,2023-01-15 09:48:02,482,"reports, collaboration",25
1135,104,2023-01-13 03:09:00,2023-01-13 03:39:50,1850,settings,37
1136,101,2023-01-03 19:24:00,2023-01-03 20:19:34,3334,"collaboration, reports",17
1137,102,2023-01-10 18:52:00,2023-01-10 19:36:23,2663,"settings, notifications",37
1138,103,2023-01-21 00:01:00,2023-01-21 00:49:35,2915,reports,8
1139,102,2023-01-10 22:57:00,2023-01-10 23:07:25,625,"notifications, collaboration",37
1140,104,2023-01-30 23:55:00,2023-01-31 00:42:54,2874,"notifications, task_management, collaboration",24
1141,102,2023-01-30 07:44:00,2023-01-30 08:24:00,2400,"collaboration, task_management",45
1142,101,2023-01-18 05:12:00,2023-01-18 05:25:38,818,settings,42
1143,103,2023-01-20 18:10:00,2023-01-20 18:31:43,1303,collaboration,5
1144,103,2023-01-04 15:48:00,2023-01-04 16:27:20,2360,"task_management, collaboration",10
1145,101,2023-01-04 02:24:00,2023-01-04 02:57:30,2010,notifications,31
1146,101,2023-01-24 10:39:00,2023-01-24 11:23:26,2666,reports,25
1147,102,2023-01-02 22:14:00,2023-01-02 22:56:46,2566,"notifications, settings",18
1148,104,2023-01-23 13:17:00,2023-01-23 14:06:07,2947,"collaboration, settings",25
1149,103,2023-01-26 18:24:00,2023-01-26 19:20:27,3387,"notifications, task_management, settings",38
1150,104,2023-01-13 07:26:00,2023-01-13 07:39:15,795,task_management,12
1151,101,2023-01-10 01:36:00,2023-01-10 02:03:34,1654,collaboration,27
1152,103,2023-01-09 06:35:00,2023-01-09 07:28:17,3197,"reports, notifications, settings",10
1153,103,2023-01-11 07:03:00,2023-01-11 07:49:50,2810,"task_management, settings",22
1154,104,2023-01-19 08:36:00,2023-01-19 09:16:35,2435,reports,24
1155,104,2023-01-19 04:42:00,2023-01-19 05:16:23,2063,reports,49
1156,102,2023-01-21 20:29:00,2023-01-21 21:14:32,2732,"settings, notifications, reports",15
1157,103,2023-01-26 15:48:00,2023-01-26 16:02:52,892,"task_management, notifications",44
1158,104,2023-01-03 03:32:00,2023-01-03 04:20:17,2897,settings,10
1159,104,2023-01-03 04:38:00,2023-01-03 05:02:47,1487,notifications,39
1160,104,2023-01-19 13:02:00,2023-01-19 13:14:18,738,"task_management, notifications, collaboration",30
1161,101,2023-01-26 21:43:00,2023-01-26 22:19:45,2205,"settings, task_management, reports",49
1162,102,2023-01-19 08:37:00,2023-01-19 08:57:15,1215,"task_management, settings, notifications",33
1163,104,2023-01-28 03:43:00,2023-01-28 03:58:28,928,"notifications, settings",35
1164,102,2023-01-09 18:00:00,2023-01-09 18:46:30,2790,"reports, task_management",36
1165,101,2023-01-22 16:27:00,2023-01-22 16:56:29,1769,"notifications, collaboration",23
1166,103,2023-01-26 12:37:00,2023-01-26 13:32:26,3326,"task_management, settings, reports",31
1167,103,2023-01-04 22:48:00,2023-01-04 23:39:43,3103,reports,7
1168,104,2023-01-21 14:33:00,2023-01-21 14:55:03,1323,"reports, notifications",24
1169,103,2023-01-15 03:12:00,2023-01-15 03:43:14,1874,settings,37
1170,101,2023-01-05 23:37:00,2023-01-06 00:28:23,3083,"settings, notifications, reports",40
1171,102,2023-01-05 11:39:00,2023-01-05 12:36:51,3471,"collaboration, reports",17
1172,103,2023-01-24 02:36:00,2023-01-24 03:02:09,1569,reports,32
1173,104,2023-01-30 06:33:00,2023-01-30 06:52:46,1186,"notifications, task_management, settings",45
1174,103,2023-01-19 11:42:00,2023-01-19 12:02:42,1242,reports,29
1175,101,2023-01-14 07:18:00,2023-01-14 07:23:50,350,"collaboration, reports, settings",25
1176,102,2023-01-22 23:53:00,2023-01-23 00:19:56,1616,"collaboration, task_management",44
1177,101,2023-01-04 02:56:00,2023-01-04 03:06:44,644,"task_management, settings, notifications",11
1178,104,2023-01-16 13:37:00,2023-01-16 14:27:57,3057,"notifications, task_management, collaboration",28
1179,102,2023-01-29 14:09:00,2023-01-29 14:55:35,2795,"task_management, settings",41
1180,102,2023-01-07 08:44:00,2023-01-07 08:51:13,433,"notifications, settings, collaboration",43
1181,102,2023-01-14 13:30:00,2023-01-14 14:06:17,2177,"settings, collaboration",23
1182,101,2023-01-30 08:37:00,2023-01-30 09:08:24,1884,"task_management, notifications",45
1183,103,2023-01-09 23:29:00,2023-01-09 23:51:06,1326,"reports, notifications, collaboration",18
1184,101,2023-01-29 04:44:00,2023-01-29 05:22:30,2310,"collaboration, task_management",47
1185,104,2023-01-20 02:27:00,2023-01-20 02:49:24,1344,"notifications, collaboration, task_management",6
1186,102,2023-01-14 21:54:00,2023-01-14 22:40:41,2801,reports,36
1187,102,2023-01-20 03:03:00,2023-01-20 03:14:47,707,"task_management, collaboration, settings",18
1188,103,2023-01-28 19:10:00,2023-01-28 19:16:06,366,settings,40
1189,102,2023-01-16 18:16:00,2023-01-16 18:55:01,2341,"notifications, task_management",19
1190,102,2023-01-23 12:52:00,2023-01-23 13:36:24,2664,"notifications, reports",28
1191,104,2023-01-19 14:34:00,2023-01-19 14:40:57,417,"settings, task_management, notifications",12
1192,104,2023-01-07 14:17:00,2023-01-07 14:29:07,727,"collaboration, settings",41
1193,102,2023-01-30 21:24:00,2023-01-30 21:58:04,2044,"reports, settings",29
1194,102,2023-01-22 18:42:00,2023-01-22 18:55:25,805,"task_management, notifications",46
1195,103,2023-01-30 03:22:00,2023-01-30 04:21:49,3589,"settings, reports, collaboration",45
1196,103,2023-01-25 18:02:00,2023-01-25 18:33:34,1894,"collaboration, reports",35
1197,102,2023-01-19 07:36:00,2023-01-19 07:57:35,1295,"notifications, reports, collaboration",38
1198,103,2023-01-23 00:49:00,2023-01-23 01:11:07,1327,collaboration,29
1199,104,2023-01-11 00:22:00,2023-01-11 00:49:13,1633,"reports, settings, notifications",17
1200,102,2023-01-24 21:01:00,2023-01-24 21:22:07,1267,settings,39
1201,102,2023-01-27 21:59:00,2023-01-27 22:45:14,2774,"notifications, collaboration",24
1202,104,2023-01-10 20:13:00,2023-01-10 20:35:31,1351,"collaboration, reports",7
1203,104,2023-01-01 04:49:00,2023-01-01 05:16:21,1641,collaboration,14
1204,102,2023-01-11 17:36:00,2023-01-11 18:18:47,2567,task_management,36
1205,102,2023-01-16 22:51:00,2023-01-16 23:25:36,2076,"collaboration, notifications, settings",20
1206,101,2023-01-07 03:16:00,2023-01-07 04:14:59,3539,"task_management, reports, notifications",6
1207,102,2023-01-03 02:23:00,2023-01-03 03:16:24,3204,"settings, collaboration, reports",27
1208,104,2023-01-30 19:06:00,2023-01-30 19:53:02,2822,"settings, task_management",15
1209,104,2023-01-03 07:15:00,2023-01-03 07:47:20,1940,"settings, notifications, task_management",17
1210,101,2023-01-20 20:59:00,2023-01-20 21:29:54,1854,collaboration,43
1211,104,2023-01-23 18:23:00,2023-01-23 18:40:26,1046,"reports, collaboration, settings",47
1212,102,2023-01-16 18:21:00,2023-01-16 18:51:55,1855,"collaboration, settings, reports",34
1213,102,2023-01-14 10:52:00,2023-01-14 11:38:20,2780,"task_management, notifications",31
1214,101,2023-01-07 11:54:00,2023-01-07 12:33:06,2346,"settings, reports",21
1215,102,2023-01-05 22:44:00,2023-01-05 23:18:11,2051,"notifications, task_management, settings",15
1216,103,2023-01-07 22:45:00,2023-01-07 23:37:15,3135,reports,46
1217,104,2023-01-16 02:40:00,2023-01-16 03:15:10,2110,"task_management, settings",40
1218,103,2023-01-06 17:45:00,2023-01-06 18:09:44,1484,"settings, task_management",14
1219,102,2023-01-24 00:55:00,2023-01-24 01:54:27,3567,"reports, notifications, task_management",17
1220,104,2023-01-01 10:14:00,2023-01-01 10:54:30,2430,"collaboration, reports",15
1221,104,2023-01-12 03:42:00,2023-01-12 04:36:41,3281,reports,7
1222,104,2023-01-10 00:51:00,2023-01-10 01:46:07,3307,"settings, reports",24
1223,104,2023-01-01 05:28:00,2023-01-01 06:11:45,2625,settings,20
1224,104,2023-01-14 19:44:00,2023-01-14 20:34:46,3046,"collaboration, notifications",36
1225,104,2023-01-22 22:27:00,2023-01-22 23:06:22,2362,"collaboration, notifications",25
1226,102,2023-01-20 10:46:00,2023-01-20 11:10:14,1454,"collaboration, task_management, reports",22
1227,102,2023-01-08 08:29:00,2023-01-08 09:03:33,2073,"task_management, settings",27
1228,104,2023-01-08 13:27:00,2023-01-08 13:45:51,1131,"task_management, notifications",44
1229,102,2023-01-25 22:36:00,2023-01-25 23:29:11,3191,"notifications, collaboration",31
1230,103,2023-01-29 07:18:00,2023-01-29 08:13:02,3302,"reports, notifications, settings",31
1231,102,2023-01-18 06:51:00,2023-01-18 07:48:18,3438,"reports, task_management, notifications",17
1232,101,2023-01-23 23:44:00,2023-01-24 00:41:18,3438,"notifications, collaboration, reports",12
1233,104,2023-01-15 13:43:00,2023-01-15 14:36:27,3207,"settings, reports, task_management",33
1234,102,2023-01-30 00:43:00,2023-01-30 01:13:11,1811,settings,23
1235,104,2023-01-04 14:27:00,2023-01-04 14:56:17,1757,reports,7
1236,103,2023-01-07 11:51:00,2023-01-07 12:17:51,1611,"settings, task_management",28
1237,104,2023-01-16 03:57:00,2023-01-16 04:07:22,622,reports,12
1238,101,2023-01-25 00:38:00,2023-01-25 01:33:47,3347,collaboration,36
1239,103,2023-01-17 10:14:00,2023-01-17 10:50:00,2160,reports,41
1240,102,2023-01-19 11:23:00,2023-01-19 11:37:15,855,"task_management, notifications",24
1241,104,2023-01-25 12:00:00,2023-01-25 12:45:08,2708,collaboration,46
1242,103,2023-01-18 10:44:00,2023-01-18 11:18:11,2051,reports,26
1243,101,2023-01-13 12:05:00,2023-01-13 12:47:52,2572,"notifications, task_management",22
1244,103,2023-01-19 20:10:00,2023-01-19 20:43:25,2005,notifications,11
1245,102,2023-01-07 20:24:00,2023-01-07 21:14:25,3025,"task_management, settings",24
1246,102,2023-01-11 14:43:00,2023-01-11 15:23:11,2411,"task_management, settings, notifications",25
1247,102,2023-01-27 16:26:00,2023-01-27 17:25:14,3554,settings,15
1248,104,2023-01-24 23:49:00,2023-01-25 00:39:29,3029,reports,19
